,Unnamed: 0,comments,rating
3714,3714,điện thoại ok  chỉ hơi buồn là ko có củ sạc,Hài lòng
3715,3715,thời gian giao hàng nhanh ,Hài lòng
3716,3716,nồi rộng dùng thoải mái   nói chung là hài lòng với sản phẩm này,Hài lòng
3717,3717,phải thanh toán mới gửi hàng km,Hài lòng
3718,3718,sản phẩm khá tốt  tuy nhiên có tiếng kẻo kẹt phát ra khi dựa lưng ghế,Hài lòng
3719,3719,tốt trong tầm giá,Hài lòng
3720,3720,chất vải áo ok nhưng vải quần k giống chất vải ảo nên mình xin đổi lại lấy bộ khác  shop rất vui ve tư vấn nhiệt tình cho shop  vì phục vụ tốt ,Hài lòng
3721,3721,hàng chình hãng  nguyên seal  máy mới và đẹp  mình khá hài lòng  thời gian giao hàng chuẩn dự kiến  tuy nhiên khi nhận hàng từ bên vận chuẩn hộp bị móp rách và nát  không biết là do tiki hay do bên vận chuyển  mình khá là lo lắng khi nhận hàng  nhưng may bên trong vẫn còn nguyên  với hàng giá trị cao  mong tiki cẩn thận hơn ,Hài lòng
3722,3722,đóng gói tốt,Hài lòng
3723,3723,  quyển sách này nêu lên những nghiên cứu về tâm lý  ví dụ ở mỗi phần rất sát với hiện thực  nhưng hơi ít  dù sao thì  nếu ai đọc  lần ko hiểu thì nên đọc lần  cho hiểu rõ nhá  nói chung là cũng ok  tuy nhiên chưa đủ sức làm thuyết phục mình ,Hài lòng
3724,3724,dây thun k ok  màu k thích lắm,Hài lòng
3725,3725,mặc ngủ thoải mái,Hài lòng
3726,3726,giống hình   đẹp ,Hài lòng
3727,3727,shop gói hàng rất cẩn thận ,Hài lòng
3728,3728,tiki dường như không nghĩ đến quá trình vận chuyển nên không hề bọc sách hay có biện pháp giúp sách không bị gãy góc mình thật sự thất vọng vì điều này ,Hài lòng
3729,3729,sách hơi bị nhăng ở vài trang còn lại thì cx rất ok   ,Hài lòng
3730,3730,sách hơi móp một chút ở góc   nên mình cho  sao thôi,Hài lòng
3731,3731,sp tốt giao hàng nhanh mua đc sales rẻ rất hài lòng,Hài lòng
3732,3732,tổng quan bình nhìn đẹp  chắc chắc  nhẹ  miệng bình rộng vừa đủ để có thể vệ sunh bên trong,Hài lòng
3733,3733,chất đẹp ,Hài lòng
3734,3734,mới mua và mới dùng thấy cũng ok,Hài lòng
3735,3735,mình chưa nhận được hóa đơn  tiki kiểm tra lại và gửi hóa đơn về cho email cho mình nhé   cảm nhận của mình sau  ngày sử dụng  máy tốt  hàng chính hãng vna  mới dùng có cảm giác máy nóng  có lẽ là máy chạy hết các ứng dụng nền chưa tắt  nhưng sau một lúc set up lại thì không thấy nóng nữa  mọi thứ còn lại ok  sẽ dùng vài tháng rồi review tiếp,Hài lòng
3736,3736,mẫu mã đẹp  bóng bẩy  nhìn mới  chất lượng thì chưa kiểm chứng  hy vọng độ bền dc lâu dài,Hài lòng
3737,3737,size xl sao mặc vẫn nhỏ  chắc phải xxl mới vừa ,Hài lòng
3738,3738,không quen dùng lắm  cài đặt cũng không chỉnh sửa được nhiều ,Hài lòng
3739,3739,quần xờ thấy vải mát  giá   cái  mặc đi ngủ là hơi nhất,Hài lòng
3740,3740,sách đẹp  bọc kiếng kĩ lưỡng  sách phân chia ra từng hạng mục nên đọc rất dễ hiểu câu văn súc tích  nch là ưng tuy hơi buồn xíu là không có bookmark kèm theo hic,Hài lòng
3741,3741,giao hàng nhanh  shipper thân thiện  sản phẩm ok  dùng chưa quen nên thấy rung mạnh  hehe  quà tặng cũng giao sau đó  ngày,Hài lòng
3742,3742,balo hơi mỏng ,Hài lòng
3743,3743,tuy giao chậm nhưng xài ổn định hơn totolink nhiều,Hài lòng
3744,3744,sách đẹp  cần thêm bọc chống sốc,Hài lòng
3745,3745,vải tạm ổn  nhưng bụng hơi rộng,Hài lòng
3746,3746,sản phẩm đúng như hình,Hài lòng
3747,3747,giao ha ng qua  lâu ha ng ok nhe  ,Hài lòng
3748,3748,sản phẩm đẹp  nhẹ  đóng gói cẩn thận  giao hàng nhanh ,Hài lòng
3749,3749,sản phẩm đẹp  giữ nhiệt tốt  vệ sinh bình dễ dàng ,Hài lòng
3750,3750,tiện lợi lắm,Hài lòng
3751,3751,mình chưa đọc nên chưa về nhận đc,Hài lòng
3752,3752,sài được  có bị nóng kho sạc nhưng không đến nỗi quá nóng  chấp nhận được,Hài lòng
3753,3753,bàn ủi ra hơi nước nhiều  rất nóng  nhiều lúc táp vào tay rất nóng  sử dụng khá tiện,Hài lòng
3754,3754,chất lượng   tốt nhân viên giao hàng    sao sách   một người bạn mới đối với tôi cảm ơn bạn rất nhiều   tiki  cảm ơn bạn  ,Hài lòng
3755,3755,sản phẩm thì chưa muốn đánh giá có điều thời gian ship của tiki thì lâu gấp đôi so vs các bên khác,Hài lòng
3756,3756,giao lâu  áo phù hợp với giá ,Hài lòng
3757,3757,đóng gói sơ sài,Hài lòng
3758,3758,tất cả đều ổn nhưng gói hàng sơ sài quá ạ  kiểu shop chỉ gói một cái hộp ở ngoài còn ở trong thì để sách như vậy luôn ko có màng bọc ở ngoài hay gì hết  mình cứ nghĩ ở trong có một lớp bọc sách ở ngoài nên lấy dao rọc giấy unbox siêu nhiệt tình luôn á  mở ra cái thấy bị rách tùm lum vì mình rọc nguyên cái hộp để lấy sách ra dễ hơn  nhưng sau tất cả mình vẫn cho   nhaaaa,Hài lòng
3759,3759,chất lượng được so với giá ,Hài lòng
3760,3760,shop gư i chu ng ma u,Hài lòng
3761,3761,đóng gói sản phẩm chắc chắn ,Hài lòng
3762,3762,hàng như hình,Hài lòng
3763,3763,chất lượng ổn so với giá tiền ,Hài lòng
3764,3764,mình cảm thấy khó chịu khi sách bị thế này í ,Hài lòng
3765,3765,máy hơi yếu,Hài lòng
3766,3766,sách tác giả viết rất hay,Hài lòng
3767,3767,giá rẻ  chất lượng tốt  shop nói chuyện đáng yêu ,Hài lòng
3768,3768,trong mãi mới nhận đc hàng   hàng đẹp nhưng bộ phận giao hàng quá lâu trừ  sao nhé,Hài lòng
3769,3769,sách đẹp  giao hàng nhanh  về nội dung thì chưa đọc  nên không đánh giá ,Hài lòng
3770,3770,nhận được hàng ổn  giống mô tả  phù hợp với số tiền  chưa biết có bền không  chờ thời gian dùng mới biết ,Hài lòng
3771,3771,tiki giao hàng thì nhanh  nhưng nội dung sách mình thấy không quá xuất sắc như quảng cáo  đôi chỗ bạn ấy viết câu khá dài  nhiều ý nhỏ  khiến người đọc khó nắm hết nội dung bạn muốn biểu đạt  mình đã thử nghe podcast của tác giả  bạn nói nhanh  khá khó nghe nên những người đang gặp trục trặc về tâm lí  khó tập trung như mình khó nghe được lọt tai những điều bạn muốn truyền tải ,Hài lòng
3772,3772,cạo khô ngon ,Hài lòng
3773,3773,bình đẹp,Hài lòng
3774,3774,quần quá ngắn  mỏng,Hài lòng
3775,3775,sản phẩm tuyệt vời  giá tốt  nhưng giao không đúng hẹn ,Hài lòng
3776,3776,thun tốt ,Hài lòng
3777,3777,quần hơi rộng so với size    mua size m về mặc rộng quá trời,Hài lòng
3778,3778,ổn thôi,Hài lòng
3779,3779,     giao đến bị xì chảy nước dơ quá,Hài lòng
3780,3780,ko,Hài lòng
3781,3781,tiki giao  đơn với cách gói khác nhau  chai thủy tinh mà không bảo vệ ngoài gì cả   shipper thân thiện ,Hài lòng
3782,3782,giao hàng nhanh tuy nhiên gói hàng chưa kĩ và không có tặng kèm bookmark như giới thiệu,Hài lòng
3783,3783,sản phẩm rất ưng ý nhưng đối tác giao hàng chậm trễ hơn dự kiến,Hài lòng
3784,3784,mua  quyển thì duy nhất quyền này trông mới  không nát hay vênh sách,Hài lòng
3785,3785,sản phẩm tốt  màu sắc ngẫu nhiên  chất liệu khá ổn  tuy nhiên có   bị ra màu  cẩn thận khi giặt chúng đồ  mình thử ngâm trước xem sao ,Hài lòng
3786,3786,sau khi nhận hàng shop còn nt hỏi ý kiến     yêu cái shop này mất thôi ,Hài lòng
3787,3787,sp ok ,Hài lòng
3788,3788,đang đeo và cảm thấy khá hài lòng   minh hien da tháo thanh nối và cài đến nấc thứ   chủ shop tư vấn nhiệt tình các bạn nên muap ,Hài lòng
3789,3789,quần đẹp  cùng size nhưng vòng lưng mỗi cái mỗi cỡ  chung quy thì rẻ đẹp đáng tiền ,Hài lòng
3790,3790,cũng đc vs giá tiền,Hài lòng
3791,3791,bình giữ nhiệt lâu  đẹp  hài lòng  giá tốt  thích gê,Hài lòng
3792,3792,k bọc cẩn thận nát mép sách,Hài lòng
3793,3793,chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm rất đáng tiền ,Hài lòng
3794,3794,một câu chuyện nhẹ nhàng  trong sáng có thể khiến độc giả say mê trong nhiều giờ liền ,Hài lòng
3795,3795,có  cái bị đứt chỉ mất  đoạn nhưng ks mặc vẫnđẹp tôn dáng lắm giá lại rẻ nữa ,Hài lòng
3796,3796,k bọc cẩn thận nát mép sách,Hài lòng
3797,3797,sài ổn,Hài lòng
3798,3798,form chuẩn ,Hài lòng
3799,3799,chốt cài hơi yếu   khai cơm   thì hơi không thẩm mỹ chưa hài lòng cho lắm ,Hài lòng
3800,3800,sách đẹp nhưng đóng gói rất sơ sài may sách k bị gì,Hài lòng
3801,3801,chất lượng sản phẩm tuyệt vời vải đẹp nhưng dây dài quá ,Hài lòng
3802,3802,đóng gói kỹ càng và chất lượng  mới nhận sách ngày   ,Hài lòng
3803,3803,  quần chất liệu k mát,Hài lòng
3804,3804,hôm trước mua hàng giao rất nhanh  bây giờ tôi muốn đổi size có được ko ,Hài lòng
3805,3805,sách hay  bìa đẹp nhưng nó bị cong một mảng  cái này k phải do vận chuyển đâu,Hài lòng
3806,3806,oki,Hài lòng
3807,3807,giao hàng rất nhanh  giá ship siêu rẻ  khổ sách   rất nhỏ gọn  in chữ rõ đẹp  bìa thiết kế đơn giản  chất giấy cứng  láng mịn  giấy in bên trong là màu trắng  đọc hơi mỏi mắt chút xíu   nội dung dễ hiểu  thực tế gần gũi ,Hài lòng
3808,3808,tiki giao hàng thì nhanh  nhưng nội dung sách mình thấy không quá xuất sắc như quảng cáo  đôi chỗ bạn ấy viết câu khá dài  nhiều ý nhỏ  khiến người đọc khó nắm hết nội dung bạn muốn biểu đạt  mình đã thử nghe podcast của tác giả  bạn nói nhanh  khá khó nghe nên những người đang gặp trục trặc về tâm lí  khó tập trung như mình khó nghe được lọt tai những điều bạn muốn truyền tải ,Hài lòng
3809,3809,khóa hơi khó kéo  còn lại khá ok trong tầm giá  sau khi sử dụng một thời gian sẽ quay lại đánh giá độ bền sau ,Hài lòng
3810,3810,quần lên dáng đẹp ,Hài lòng
3811,3811,hộp cơm đẹp  có kèm muỗng đủa thuận tiện  giao hàng nhanh nhưng hộp này nếu đựng đồ ăn nước thì sẽ bị chảy sang ngăn kế bên  chỉ phù hợp đựng được đồ khô thôi,Hài lòng
3812,3812,chất vải mặc thích  nhưng size hơi bé,Hài lòng
3813,3813,đóng gói kỹ càng thích,Hài lòng
3814,3814,giao hàng hơi lâu,Hài lòng
3815,3815,truyện hay nhưng mà bookcare bọc không kỹ nên nhìn nhăn nheo,Hài lòng
3816,3816,sách có bọc  tuy hơi bị lỗi một chút nhưng chấp nhận được ,Hài lòng
3817,3817,keo dính đầy ở gáy sách      ,Hài lòng
3818,3818,hạt to  đều  nhưng khó lột vỏ,Hài lòng
3819,3819,bao hơi dày,Hài lòng
3820,3820,thoải mái  gọn nhẹ  hợp thời trang và chất liệu thoáng mát dễ chịu,Hài lòng
3821,3821,chất lượng tạm ổn so với tầm giá ,Hài lòng
3822,3822,good shop,Hài lòng
3823,3823,hai long,Hài lòng
3824,3824,độ rung theo mình thấy là ổn  không mạnh như các loại bàn chải của các hãng khác  chế độ  chế độ cơ bản đủ dùng  vấn đề sạch hay không thì phải đợi thời gian sử dụng  trước mắt thì thấy khá hợp lý  xứng đáng với giá tiền ,Hài lòng
3825,3825,giá rẻ    hơi nhỏ nhưng nhẹ riêng tôi thích vì nó phù hợp cho mặc ở nhà  ,Hài lòng
3826,3826,sản phẩm ok so với tầm giá,Hài lòng
3827,3827,vải bị nhăn sau giặt,Hài lòng
3828,3828,mỏng manh quá ,Hài lòng
3829,3829,dùng được  lúc ngồi hơi bị tụt xuống   cm  có vẻ trục k đc bền lắm,Hài lòng
3830,3830,lúc mình đập hộp thì dung lượng có   thôi  nhưng tai nghe ổn  pin cũng lâu  mình sử dụng được  ngày rồi thấy khá ổn  cảm ứng của tai nghe nhạy  nhưng nếu bỏ túi đi bộ thì hay bị chập chờn  với giá tiền nữa thì mình thấy sản phẩm ok ,Hài lòng
3831,3831,hộp thủy tinh ok  nhưng nên đựng đồ ăn kho hoặc món cực kỳ ít nước thôi  chứ ngăn giữa thấp nên chạy xe dễ bị tràn nước qua lại ,Hài lòng
3832,3832,hàng ghi extra lub nhưng giao thì k có extra lub,Hài lòng
3833,3833,tưởng hộp  ngăn hóa ra lại là  ngăn,Hài lòng
3834,3834,bàn chải đánh ok  sạch sâu trong răng chỉ có vấn đề ở thiết kế   máy cắm vào củ sạc lỏng lẻo ko khít vào khớp gây cho cảm giác dễ đổ ngã   khớp giữa đầu bàn chải và thân máy bị hở nhiều nên sử dụng lâu dài ko biết nc có vô máy gây hư hỏng ko,Hài lòng
3835,3835,vải dày dặn ,Hài lòng
3836,3836,sách ổn nội dung cần đọc thêm  sau đó sẽ review sau,Hài lòng
3837,3837,chất lượng sản phẩm tạm được thời gian giao hàng rất nhanh ,Hài lòng
3838,3838,tạm được,Hài lòng
3839,3839,chất lượng vải ok  mỗi tội dịch nên hàng lâu đến tay,Hài lòng
3840,3840,mình order  cuốn   quyển nhà giả kim đóng gói bị tróc góc như ko đáng kể   nội dung thấy review hay  đáng mua nhé,Hài lòng
3841,3841,giao hàng rất nhanh  giá ship siêu rẻ  khổ sách   rất nhỏ gọn  in chữ rõ đẹp  bìa thiết kế đơn giản  chất giấy cứng  láng mịn  giấy in bên trong là màu trắng  đọc hơi mỏi mắt chút xíu   nội dung dễ hiểu  thực tế gần gũi ,Hài lòng
3842,3842,vừa nhận hàng chiều nay  hàng còn nguyên seal  hý hoáy mở ra  nhưng sao kết nối không được  đã mở bluetooth  có thể hỗ trợ mình ko  sao mà xui dữ,Hài lòng
3843,3843,vải tốt  size không đúng ,Hài lòng
3844,3844,tai nghe bị hư một bên mong shop khắc phục lỗi này,Hài lòng
3845,3845,máy cạo êm   hi vọng sài lâu dài vẫn tốt,Hài lòng
3846,3846,sách rẻ  nd hay  để sách trần k đóng gói vào,Hài lòng
3847,3847,sản phẩm form khá rộng chất vải mềm mặc đi ngủ khá là mát mẻ,Hài lòng
3848,3848,với giá  tr ko đòi hỏi quá nhiều   mình  ngồi ngả ra sau nhiều thì dễ bị gãy  nên ngồi vừa phải cẩn thận,Hài lòng
3849,3849,sp tot,Hài lòng
3850,3850,gói hàng cực ẩu  không chèn xôpa hay quấn nilong cho hộp sữa  đã vậy còn cho vào  cái hộp lớn hơn  lúc nhận là cái hộp ngoài muốn tan nát  băng kéo muốn bung ra luôn  nếu so vs shoppe mall và lazadamall thì gói hàng quá là tệ   có điều vận chuyển thì nhanh  mong shop sẽ cải thiện khâu gói hàng,Hài lòng
3851,3851,   câu chuyện kể về cậu bé zeze  năm tuổi  một cậu bé nghịch ngợm và thông minh sắc sảo  tuổi nhỏ mà cậu bé đã có những lý luận sâu sắc về những gì mình đã học  có những suy nghĩ cho người khác mà vượt qua tuổi của một đứa trẻ  tuổi có thể hiểu được     do cái nghèo mà cậu đã không được gia đình yêu thương và dạy dỗ trong tình yêu thương  những quậy phá của tuổi nhỏ là những sự trừng phạt đòn roi của gia đình  khiến sự tổn thương trong cậu bé quá lớn đến nỗi đã cho rằng mình là  đứa trẻ xấu  sự xuất hiện của cây cam ngọt pinkie và ông bồ là một sự sưởi ấm ngọt ngào trong trái tim cậu  những câu    xem thêm,Hài lòng
3852,3852,không ngã lưng được,Hài lòng
3853,3853,đóng gói sản phẩm chắc chắn shop phục vụ rất tốt thời gian giao hàng nhanh ,Hài lòng
3854,3854,chất lượng phù hợp giá tiền,Hài lòng
3855,3855,giao hàng nhanh  bìa sách đẹp nhưng bị tróc ở góc  chút  hơi tiếc,Hài lòng
3856,3856,máy đẹp  sử dụng êm  pin cũng khá lâu  dùng ổn,Hài lòng
3857,3857,bình giữ nhiệt tốt xài được giao hàng nhanh chóng ,Hài lòng
3858,3858,xài tamn dc à cái ống quần hơi nhỏ,Hài lòng
3859,3859,kích sóng tốt  nhỏ  gọn,Hài lòng
3860,3860,tiki giao hàng nhanh  hôm nay gặp a giao hàng k mấy thân thiện   truyện khá hay và cảm động  lúc đầu thực sự k hứng thú nhưng càng đọc càng thấm thía và cảm động  cuối truyện lấy đi nước mắt ng đọc,Hài lòng
3861,3861,sản phẩm đẹp như hình,Hài lòng
3862,3862,bình thường,Hài lòng
3863,3863,không có book mark,Hài lòng
3864,3864,sản phẩm tốt có đều giao hàng quá chậm,Hài lòng
3865,3865,sản phẩm tốt  nhận hàng đúng thông tin  chỉ có bên best giao hàng chậm hơn tiến độ thông báo  ngày,Hài lòng
3866,3866,ko thoải mái lắm  chất hơi cứng,Hài lòng
3867,3867,hài lòng,Hài lòng
3868,3868,phù hợp vs những bạn trẻ chuẩn bị trưởng thành ,Hài lòng
3869,3869,âm thanh nghe ok với tầm giá,Hài lòng
3870,3870,đẹp ổn,Hài lòng
3871,3871,chất mát ,Hài lòng
3872,3872,tạm ổn vải mát,Hài lòng
3873,3873,ok sẽ mua thêm,Hài lòng
3874,3874,combo quần mình nhận không cái nào có túi cả   cái chất lanh mát  cái chất pha nilon chất hơi cứng,Hài lòng
3875,3875,bị cong mép,Hài lòng
3876,3876,sách hay  chật lượng sách xịn chỉ có mỗi cái là đơn hàng được xử lý quá lâu  xíu nữa là e hủy đơn hàng rồi,Hài lòng
3877,3877,mình mua  size m   size xl nhưng shop lại giao cho mình  m  hic shop kiểm tra lại giúp mình vì mình mua cho  người,Hài lòng
3878,3878,sách này khá hay   đọc dễ hiểu  giúp bạn có cái nhìn cơ bản về tâm lý học  cụ thể là tâm lý học hành vi ,Hài lòng
3879,3879,hàng tốt nha,Hài lòng
3880,3880,đúng sách đẹp nữa  trừ  sao vì sách giao từ đà nẵng mà mình ở đà nẵng nữa fai  ngày ms có,Hài lòng
3881,3881,không nhận được hàng khuyến mãi kèm trong sản phẩm như đã quảng cáo ,Hài lòng
3882,3882,sản phẩm tuyệt với  giao hàng quá lâu nên giá ko rẻ nhat so với trang thương mại điện tử khác giao hàng gần  tháng mới nhân dc sản phẩm ít ra cũng phải tặng kèm sách nấu ăn  thấy bảo là sản phẩm tăng ko bán mà nhãn hàng locknlock lại bán sp sách nấu ăn với giá   thật ko chấp nhận dc ,Hài lòng
3883,3883,vải và may thì được nhưng size thì sốp tư vấn chưa chuẩn   mắc hơi chật ,Hài lòng
3884,3884,thanks shop ,Hài lòng
3885,3885,sao mình thấy trong hình quảng cáo có túi vải đựng hộp bên ngoài mà lúc nhận hàng không thấy có ,Hài lòng
3886,3886,số tương đối oki vs giá,Hài lòng
3887,3887,ngon  nhưng phí vận chuyển hơi mắc ,Hài lòng
3888,3888,ba lô chấp nhận được trong tầm giá,Hài lòng
3889,3889,giao hàng nhanh  gói hàng sơ gói hàng ko chắc chắn,Hài lòng
3890,3890,dùng tốt  mỗi tội khi đun nóng thì mùi nhựa  k tránh được   nói chung dùng để đun nấu khá ok,Hài lòng
3891,3891,máy ủi ok mà nặng thiệt luôn  ủi xong như tập cơ tay á  nhưnh mà ủi nhanh thẳng,Hài lòng
3892,3892,tạm được,Hài lòng
3893,3893,vải sờ thích  đường may chắc chắn  chỉ là ko đc chọn màu nên có   c ko ưng màu lắm,Hài lòng
3894,3894,hơi rộng,Hài lòng
3895,3895,đã được kích hoạt bảo hành trước đó,Hài lòng
3896,3896,vải tuy k dày nhưng cũng đẹp ,Hài lòng
3897,3897,hài lòng  so với số tiền chấp nhận được     ,Hài lòng
3898,3898,sản phẩm chất lượng  thấm hút tốt  mềm giá hơi cao,Hài lòng
3899,3899,quần hơi mỏng,Hài lòng
3900,3900,size chuẩn  màu đa dạng  hơi mỏng  nhưng quá tốt trong tầm giá ,Hài lòng
3901,3901,áo đẹp y hình  ,Hài lòng
3902,3902,mình mua sp trên tiki giá trị cao khá nhiều  nhưng đợt tết nghe mấy đv vận chuyển tráo hàng nên mình hơi sợ  và để đảm bảo mình đến bưu cục để lấy luôn  máy nhìn chung ok  apple đúng biết cắt cổ ko tặng cục sạc phải mua thêm  đt mượn do đổi từ samsung qua thử nên dùng hơi chưa quen  nhìn chung sp ổn giá tốt hơn shop ngoài thị trường  nhưng hơi lo về khâu vận chuyện do đối tác lưu kho lâu  mn nên mua tiki now để được ship k nên mua tỉnh lẻ quá nhiều rủi ro ,Hài lòng
3903,3903,vải đẹp mang rất là mát,Hài lòng
3904,3904,mua để giữ nước nóng pha sữa cho bé  giữ nóng tầm   tiếng  nước nguội dần do thoát nhiệt ở miệng bình chỗ miếng nhựa,Hài lòng
3905,3905,phù hợp giá tiền,Hài lòng
3906,3906,hàng đẹp y hình ,Hài lòng
3907,3907,chất lương tạm ổn ,Hài lòng
3908,3908,bình nhẹ  hàng đẹp  giữ nhiệt oke chỉ hơi tỏa nhiệt ỡ cổ bình  tiki giao hàng nhanh,Hài lòng
3909,3909,mình không cảm nhận được gì nhiều từ câu chuyện này ngoài sự tinh nghịch của cậu bé  tuổi  sự hồn nhiên khám phá những điều mới mẻ của cuộc sống  trí tưởng tượng phong phú dưới góc nhìn trẻ thơ  sự xót xa từ những trận đòn roi vô tình dành cho cậu  sự thấu hiểu ngây ngô của cậu dành cho bố mẹ  sự yêu thương đặc biệt cậu dành cho người bạn của mình   mình phần nào hiểu được sự hiếu động của trẻ con  đơn giản vì tụi nhỏ cảm nhận cuộc sống qua một lăng kính khác người lớn   ,Hài lòng
3910,3910, cuốn sách nhỏ gọn  khổ khá xinh  tác giả đưa ra nhiều khái niệm tâm lý học  có dẫn chứng cụ thể  có cả dẫn chứng của chính tác giả   tuy nhiên  cá nhân mình không thích cuốn sách này lắm  ý kiến chủ quan của mình thôi  nên mọi người cứ tham khảo nhé  vì một số lý do như   có thể cuốn sách chia sẻ những kiến thức về tâm lý nên mình chưa đủ kiến thức để thấm hết được ý nghĩa  nội dung mà tác giả muốn truyền tải  cũng chính vì thể loại sách như vậy mà lối diễn văn của tác giả làm mình không thích lắm     nội dung chính khoảng   nên đọc không đã lắm  mà với mức giá bìa   thì mình thấy    xem thêm,Hài lòng
3911,3911,hài lòng  so với số tiền chấp nhận được     ,Hài lòng
3912,3912,hi shop  xin phép hỏi shop locknlock và lock lock là khác nhau hay giống ah ,Hài lòng
3913,3913,pin trâu  dùng vài tháng chưa phải sạc  nhưng cạo ko thích bằng máy có  đầu cắt,Hài lòng
3914,3914,nói chung chất lượng khá ổn so với giá tiền ,Hài lòng
3915,3915,sản phẩm tốt   hài lòng ,Hài lòng
3916,3916,sản phẩm giống mô tả,Hài lòng
3917,3917,tốt hợp với túi tiền,Hài lòng
3918,3918,hài lòng,Hài lòng
3919,3919,vải mỏng,Hài lòng
3920,3920,cảm quan đầu tiên khá tốt,Hài lòng
3921,3921,rất hàng lòng  mặc mát và thoải mái,Hài lòng
3922,3922,mỏng,Hài lòng
3923,3923,giao hàng nhanh đóng gói ổn áp  chất lượng ghế trung bình gia công ẩu   ba via nhựa còn khá nhiều  nói chung tạm chấp nhanh so với tầm giá,Hài lòng
3924,3924,giao hàng nhanh gọn   chưa     nhưng chắc là oke,Hài lòng
3925,3925,quần được may bằng vải chất liệu mềm  mát  đường may kỹ  nhưng màu sắc sặc sỡ  tối  không phù hợp với người già  nếu là màu sáng thì ưng ý hơn  dù vậy  cũng cảm ơn kiti đã giao hàng nhanh  đóng gói đẹp ,Hài lòng
3926,3926,áo đẹp  ngực mình  mặc hơi chật ,Hài lòng
3927,3927,sử dụng tốt  nồi bị trầy nhiều,Hài lòng
3928,3928,tốt  giao hàng nhanh,Hài lòng
3929,3929,quần mặc mát  thoải mái lắm ạ,Hài lòng
3930,3930,hài lòng ,Hài lòng
3931,3931,chốt cài hơi yếu   khai cơm   thì hơi không thẩm mỹ chưa hài lòng cho lắm ,Hài lòng
3932,3932,cho ,Hài lòng
3933,3933,khá chắc chắn sử dụng dễ dàng,Hài lòng
3934,3934,không rẻ lắm,Hài lòng
3935,3935,sản phẩm tốt  date xa nhưng mua vẫn thiêud sp khuyến mãi,Hài lòng
3936,3936,mình chưa đọc nhưng sản phẩm đẹp không bị lỗi khi giao hàng,Hài lòng
3937,3937,máy hơi yếu,Hài lòng
3938,3938,hài lòng,Hài lòng
3939,3939,quần hơi mỏng,Hài lòng
3940,3940,nước ngọt hài lòng  như tặng ly mà hok có ống hút ,Hài lòng
3941,3941,hi vọng bên tiki cho giờ sale sách cụ thể chứ mình vừa đặt mua và mấy tiếng sau giá sách giảm    sách giao nhạn  đóng gói ổn hơn trước nhiều  sách ít bị hư hao  trừ  sao thôi,Hài lòng
3942,3942,cần hấp dẫn hơn,Hài lòng
3943,3943,dùng vichy thích nên mua mấy lần rồi  giao hàng khá nhanh ,Hài lòng
3944,3944,giao hàng sớm nhưng gói hàng quá sơ sài  không có miếng chống sốc nào mà bỏ thẳng thừng vào hộp đựng    sách bị quăn mép với bìa bị df,Hài lòng
3945,3945,giao hàng hơi lâu,Hài lòng
3946,3946,quần hơi rộng so với size    mua size m về mặc rộng quá trời,Hài lòng
3947,3947,chất lượng vải tốt  giao hàng rất chậm,Hài lòng
3948,3948,mới dùng có vẻ ok   không biết dùng  thời gian sẽ thế nào,Hài lòng
3949,3949,tôi rất ưng nhưng mong lần sau shop gói hàng cẩn thận hơn chút   ,Hài lòng
3950,3950,so vs giá tiền là phù hợp ,Hài lòng
3951,3951,hộp giao bị móp,Hài lòng
3952,3952,dep  chat luong,Hài lòng
3953,3953,nhờ các bậc tiền bối review suốt nên mình cũng hóng luôn  hình thức đẹp miễn chê  còn nội dung các bạn mua về tự cảm nhận nhe ,Hài lòng
3954,3954,giao hàng nhanh gọn   chưa     nhưng chắc là oke,Hài lòng
3955,3955,sản phẩm có được kiểm tra trước khi thanh toán không ,Hài lòng
3956,3956,sản phẩm rất tốt giá hợp lý ,Hài lòng
3957,3957,máy chạy êm nhưng hiệu xuất chưa được ok  chạy được một lúc máy nóng,Hài lòng
3958,3958,hai long ghe gom,Hài lòng
3959,3959,giao hàng nhanh nhưng bảo quản hàng trong khi vận chuyển chưa thực sự ưng ý mình lắm   chuột nhạy click êm không gây ra tiếng còn độ bền phải dùng lâu mới rõ,Hài lòng
3960,3960,cuốn sách đáng yêu như chính cậu bé zezé   vậy  rất hợp cho những tâm hồn đang tìm kiếm thứ gì đó ẩn sâu trong ký ức  ,Hài lòng
3961,3961,nhỏ hơn tưởng tượng,Hài lòng
3962,3962,sản phẩm đúng như hình,Hài lòng
3963,3963,tiki giao đúng sp và đúng thời gian đã thông báo ,Hài lòng
3964,3964,chất ok mặc đẹp ,Hài lòng
3965,3965,sách đẹp tuy nhiên giao chỏng chơ  ko bọc  không bookcare  may mắn là ko có df ,Hài lòng
3966,3966,giao nhanh  chất lượng tốt ,Hài lòng
3967,3967,không có book mark,Hài lòng
3968,3968,giá khá cao so với chất lượng   chải dễ bị trầy xước lợi,Hài lòng
3969,3969,điểm cộng   sp nhẹ  cầm vừa tay  sp màu đen đẹp  đã thử các chế độ  điểm trừ của sp là  mức độ rung ở mức trung bình đến khá  mình đg sử dụng sp bàn chải điện của philip sonic song song  nên thấy rõ dc sự khác biêt mức rung của  sp  anw mua lúc sale còn  vs giá này cũng tạm dc ,Hài lòng
